Zipcode,City,Lat,Long,State
38387,WESTPORT,35.88,-88.29,TN
37187,WHITE BLUFF,36.1,-87.21,TN
37188,WHITE HOUSE,36.46,-86.66,TN
37890,WHITE PINE,36.09,-83.29,TN
37891,WHITESBURG,36.29,-83.13,TN
37189,WHITES CREEK,36.28,-86.83,TN
37396,WHITESIDE,35.09,-85.39,TN
38075,WHITEVILLE,35.32,-89.14,TN
38588,WHITLEYVILLE,36.48,-85.7,TN
37397,WHITWELL,35.2,-85.51,TN
38589,WILDER,36.26,-85.08,TN
38388,WILDERSVILLE,35.78,-88.36,TN
38476,PRIMM SPRINGS,35.8,-87.25,TN
38487,WILLIAMSPORT,35.64,-87.23,TN
38076,WILLISTON,35.15,-89.37,TN
37398,WINCHESTER,35.18,-86.1,TN
37892,WINFIELD,36.56,-84.45,TN
37190,WOODBURY,35.82,-86.07,TN
38271,WOODLAND MILLS,36.47,-89.11,TN
37191,WOODLAWN,36.5,-87.54,TN
38077,WYNNBURG,36.29,-89.47,TN
38389,YORKVILLE,36.09,-89.11,TN
38390,YUMA,35.86,-88.37,TN
47102,AUSTIN,38.74,-85.81,IN
47104,BETHLEHEM,38.53,-85.41,IN
47601,BOONVILLE,38.04,-87.27,IN
47106,BORDEN,38.46,-85.95,IN
47107,BRADFORD,38.36,-86.06,IN
47108,CAMPBELLSBURG,38.65,-86.26,IN
47610,CHANDLER,38.04,-87.36,IN
47111,CHARLESTOWN,38.45,-85.66,IN
47611,CHRISNEY,38.01,-87.03,IN
47112,CORYDON,38.21,-86.12,IN
47114,CRANDALL,38.28,-86.06,IN
47612,CYNTHIANA,38.18,-87.7,IN
47115,DEPAUW,38.33,-86.21,IN
47116,ECKERTY,38.31,-86.61,IN
47613,ELBERFELD,38.16,-87.44,IN
47647,BUCKSKIN,38.22,-87.43,IN
47117,ELIZABETH,38.12,-85.97,IN
47118,ENGLISH,38.33,-86.46,IN
47123,GRANTSBURG,38.28,-86.46,IN
47174,SULPHUR,38.23,-86.46,IN
47175,TASWELL,38.33,-86.56,IN
47701,EVANSVILLE,37.98,-87.54,IN
47702,EVANSVILLE,37.98,-87.54,IN
47703,EVANSVILLE,37.98,-87.54,IN
47704,EVANSVILLE,37.98,-87.54,IN
47705,EVANSVILLE,37.98,-87.54,IN
47706,EVANSVILLE,37.98,-87.54,IN
47708,EVANSVILLE,37.98,-87.54,IN
47710,EVANSVILLE,37.98,-87.54,IN
47711,EVANSVILLE,37.98,-87.54,IN
47712,EVANSVILLE,37.98,-87.54,IN
47713,EVANSVILLE,37.98,-87.54,IN
47714,EVANSVILLE,37.98,-87.54,IN
47715,EVANSVILLE,37.98,-87.54,IN
47716,EVANSVILLE,37.98,-87.54,IN
47719,EVANSVILLE,37.98,-87.54,IN
47720,EVANSVILLE,37.98,-87.54,IN
47721,EVANSVILLE,37.98,-87.54,IN
47722,EVANSVILLE,37.98,-87.54,IN
47724,EVANSVILLE,37.98,-87.54,IN
47725,EVANSVILLE,37.98,-87.54,IN
47728,EVANSVILLE,37.98,-87.54,IN
47730,EVANSVILLE,37.98,-87.54,IN
47731,EVANSVILLE,37.98,-87.54,IN
47732,EVANSVILLE,37.98,-87.54,IN
47733,EVANSVILLE,37.98,-87.54,IN
47734,EVANSVILLE,37.98,-87.54,IN
47735,EVANSVILLE,37.98,-87.54,IN
47736,EVANSVILLE,37.98,-87.54,IN
47737,EVANSVILLE,37.98,-87.54,IN
47740,EVANSVILLE,37.98,-87.54,IN
47747,EVANSVILLE,37.98,-87.54,IN
47750,EVANSVILLE,37.98,-87.54,IN
47119,FLOYDS KNOBS,38.31,-85.86,IN
47614,FOLSOMVILLE,38.14,-87.16,IN
47648,FORT BRANCH,38.24,-87.57,IN
47649,FRANCISCO,38.33,-87.44,IN
47120,FREDERICKSBURG,38.43,-86.18,IN
47122,GEORGETOWN,38.29,-85.97,IN
47615,GRANDVIEW,37.93,-86.98,IN
47124,GREENVILLE,38.37,-85.98,IN
47616,GRIFFIN,38.2,-87.91,IN
47125,HARDINSBURG,38.46,-86.27,IN
47617,HATFIELD,37.9,-87.22,IN
47639,HAUBSTADT,38.2,-87.57,IN
47640,HAZLETON,38.48,-87.54,IN
47126,HENRYVILLE,38.53,-85.76,IN
47177,UNDERWOOD,38.59,-85.78,IN
47618,INGLEFIELD,38.09,-87.57,IN
47129,CLARKSVILLE,38.31,-85.76,IN
47130,JEFFERSONVILLE,38.3,-85.72,IN
47131,JEFFERSONVILLE,38.3,-85.72,IN
47132,JEFFERSONVILLE,38.3,-85.72,IN
47133,JEFFERSONVILLE,38.3,-85.72,IN
47134,JEFFERSONVILLE,38.3,-85.72,IN
47144,JEFFERSONVILLE,38.3,-85.72,IN
47190,JEFFERSONVILLE,38.29,-85.73,IN
47199,JEFFERSONVILLE,38.3,-85.72,IN
47135,LACONIA,38.03,-86.08,IN
47136,LANESVILLE,38.23,-85.98,IN
47137,LEAVENWORTH,38.2,-86.34,IN
47138,LEXINGTON,38.65,-85.61,IN
47139,LITTLE YORK,38.69,-85.9,IN
47619,LYNNVILLE,38.19,-87.31,IN
47654,MACKEY,38.24,-87.39,IN
47140,MARENGO,38.37,-86.34,IN
47141,MARYSVILLE,38.58,-85.65,IN
47110,CENTRAL,38.1,-86.15,IN
47142,MAUCKPORT,38.02,-86.2,IN
47143,MEMPHIS,38.48,-85.76,IN
47145,MILLTOWN,38.34,-86.27,IN
47146,MOUNT SAINT FRANCIS,38.35,-85.94,IN
47620,MOUNT VERNON,37.93,-87.89,IN
47147,NABB,38.61,-85.63,IN
47150,NEW ALBANY,38.3,-85.82,IN
47151,NEW ALBANY,38.3,-85.82,IN
47629,NEWBURGH,37.94,-87.4,IN
47630,NEWBURGH,37.94,-87.4,IN
47631,NEW HARMONY,38.12,-87.93,IN
47160,NEW MIDDLETOWN,38.16,-86.05,IN
47161,NEW SALISBURY,38.31,-86.1,IN
47162,NEW WASHINGTON,38.56,-85.55,IN
47660,OAKLAND CITY,38.34,-87.34,IN
47163,OTISCO,38.53,-85.66,IN
47665,OWENSVILLE,38.27,-87.69,IN
47164,PALMYRA,38.4,-86.11,IN
47666,PATOKA,38.4,-87.58,IN
47165,PEKIN,38.49,-86.01,IN
47633,POSEYVILLE,38.17,-87.78,IN
47670,PRINCETON,38.35,-87.56,IN
47166,RAMSEY,38.31,-86.15,IN
47634,RICHLAND,37.91,-87.2,IN
47635,ROCKPORT,37.88,-87.05,IN
47167,SALEM,38.6,-86.09,IN
47170,SCOTTSBURG,38.68,-85.78,IN
47172,SELLERSBURG,38.39,-85.75,IN
47683,SOMERVILLE,38.27,-87.37,IN
47637,TENNYSON,38.08,-87.11,IN
47638,WADESVILLE,38.07,-87.77,IN
42201,ABERDEEN,37.25,-86.68,KY
42202,ADAIRVILLE,36.66,-86.85,KY
42120,ADOLPHUS,36.67,-86.27,KY
40801,AGES BROOKSIDE,36.83,-83.25,KY
42602,ALBANY,36.69,-85.13,KY
41601,ALLEN,37.61,-82.72,KY
42204,ALLENSVILLE,36.71,-87.06,KY
42020,ALMO,36.71,-88.31,KY
42603,ALPHA,36.76,-85.01,KY
42122,ALVATON,36.86,-86.35,KY
40402,ANNVILLE,37.32,-83.96,KY
41121,ARGILLITE,38.42,-82.81,KY
40902,ARJAY,36.8,-83.64,KY
42021,ARLINGTON,36.79,-89.01,KY
40903,ARTEMUS,36.83,-83.84,KY
41712,ARY,37.37,-83.14,KY
41512,ASHCAMP,37.26,-82.43,KY
40803,ASHER,37.04,-83.4,KY
41101,ASHLAND,38.45,-82.64,KY
41102,ASHLAND,38.45,-82.64,KY
41105,ASHLAND,38.45,-82.64,KY
41114,ASHLAND,38.45,-82.64,KY
42206,AUBURN,36.86,-86.71,KY
42123,AUSTIN,36.81,-86.01,KY
41602,AUXIER,37.73,-82.75,KY
41713,AVAWAM,37.22,-83.27,KY
40003,BAGDAD,38.26,-85.05,KY
42022,BANDANA,37.14,-88.94,KY
41603,BANNER,37.58,-82.7,KY
40906,BARBOURVILLE,36.86,-83.88,KY
40946,GREEN ROAD,36.95,-83.83,KY
40004,BARDSTOWN,37.81,-85.46,KY
42023,BARDWELL,36.87,-89.01,KY
42024,BARLOW,37.05,-89.04,KY
42402,BASKETT,37.78,-87.5,KY
40104,BATTLETOWN,38.06,-86.3,KY
40806,BAXTER,36.86,-83.33,KY
41714,BEAR BRANCH,37.16,-83.54,KY
41311,BEATTYVILLE,37.58,-83.7,KY
41203,BEAUTY,37.83,-82.43,KY
41604,BEAVER,37.39,-82.65,KY
42320,BEAVER DAM,37.4,-86.87,KY
40006,BEDFORD,38.59,-85.31,KY
42322,BEECH GROVE,37.53,-87.25,KY
42323,BEECHMONT,37.17,-87.05,KY
42324,BELTON,37.14,-86.96,KY
42207,BEE SPRING,37.28,-86.28,KY
41513,BELCHER,37.34,-82.37,KY
41514,BELFRY,37.62,-82.26,KY
41535,HUDDY,37.59,-82.27,KY
41567,STONE,37.56,-82.27,KY
40807,BENHAM,36.96,-82.95,KY
42025,BENTON,36.85,-88.35,KY
40403,BEREA,37.57,-84.29,KY
40404,BEREA,37.57,-84.29,KY
42516,BETHELRIDGE,37.23,-84.76,KY
40007,BETHLEHEM,38.4,-85.06,KY
41605,BETSY LAYNE,37.55,-82.63,KY
40913,BEVERLY,36.93,-83.53,KY
41606,BEVINSVILLE,37.33,-82.71,KY
42712,BIG CLIFTY,37.55,-86.15,KY
40914,BIG CREEK,37.16,-83.56,KY
40405,BIGHILL,37.57,-84.23,KY
40808,BIG LAUREL,36.97,-83.21,KY
40915,BIMBLE,36.87,-83.82,KY
41804,BLACKEY,37.14,-82.97,KY
41832,LETCHER,37.14,-82.95,KY
41124,BLAINE,38.02,-82.85,KY
41160,MAZIE,38.01,-82.95,KY
41226,KEATON,37.98,-82.96,KY
40810,BLEDSOE,36.92,-83.36,KY
40816,CHAPPELL,37,-83.34,KY
40008,BLOOMFIELD,37.91,-85.31,KY
41607,BLUE RIVER,37.62,-82.84,KY
42027,BOAZ,36.91,-88.61,KY
42713,BONNIEVILLE,37.37,-85.9,KY
41719,BONNYMAN,37.31,-83.22,KY
41314,BOONEVILLE,37.47,-83.67,KY
41351,MISTLETOE,37.31,-83.59,KY
41364,RICETOWN,37.39,-83.62,KY
41204,BOONS CAMP,37.83,-82.7,KY
40107,BOSTON,37.78,-85.66,KY
42101,BOWLING GREEN,36.97,-86.44,KY
42102,BOWLING GREEN,36.97,-86.44,KY
42103,BOWLING GREEN,36.97,-86.44,KY
42104,BOWLING GREEN,36.97,-86.44,KY
42128,DRAKE,36.82,-86.39,KY
40009,BRADFORDSVILLE,37.49,-85.14,KY
40108,BRANDENBURG,37.99,-86.18,KY
42715,BREEDING,36.95,-85.41,KY
42741,GLENS FORK,37.01,-85.25,KY
42325,BREMEN,37.36,-87.21,KY
40409,BRODHEAD,37.4,-84.41,KY
42518,BRONSTON,36.98,-84.61,KY
40109,BROOKS,38.06,-85.71,KY
42210,BROWNSVILLE,37.18,-86.25,KY
40921,BRYANTS STORE,36.77,-83.92,KY
40410,BRYANTSVILLE,37.71,-84.65,KY
41721,BUCKHORN,37.34,-83.47,KY
40010,BUCKNER,38.38,-85.43,KY
42716,BUFFALO,37.51,-85.7,KY
41722,BULAN,37.29,-83.16,KY
41517,BURDINE,37.18,-82.6,KY
40310,BURGIN,37.75,-84.76,KY
42717,BURKESVILLE,36.79,-85.36,KY
42028,BURNA,37.21,-88.4,KY
42519,BURNSIDE,36.98,-84.6,KY
42211,CADIZ,36.86,-87.82,KY
42327,CALHOUN,37.54,-87.25,KY
42371,RUMSEY,37.49,-87.28,KY
42029,CALVERT CITY,37.03,-88.35,KY
40813,CALVIN,36.72,-83.62,KY
40011,CAMPBELLSBURG,38.52,-85.2,KY
40075,TURNERS STATION,38.55,-85.12,KY
42718,CAMPBELLSVILLE,37.34,-85.34,KY
42719,CAMPBELLSVILLE,37.34,-85.34,KY
42733,ELK HORN,37.31,-85.28,KY
40376,SLADE,37.79,-83.7,KY
41301,CAMPTON,37.73,-83.54,KY
41360,PINE RIDGE,37.76,-83.61,KY
41519,CANADA,37.6,-82.32,KY
42720,CANE VALLEY,37.18,-85.31,KY
42721,CANEYVILLE,37.42,-86.48,KY
42722,CANMER,37.28,-85.78,KY
41408,CANNEL CITY,37.78,-83.27,KY
40923,CANNON,36.91,-83.85,KY
40311,CARLISLE,38.31,-84.03,KY
40350,MOOREFIELD,38.26,-83.93,KY
41725,CARRIE,37.33,-83.03,KY
41128,CARTER,38.42,-83.1,KY
41129,CATLETTSBURG,38.41,-82.6,KY
42127,CAVE CITY,37.13,-85.96,KY
40815,CAWOOD,36.74,-83.26,KY
42724,CECILIA,37.66,-85.95,KY
42214,CENTER,37.13,-85.68,KY
42328,CENTERTOWN,37.41,-86.99,KY
42330,CENTRAL CITY,37.29,-87.12,KY
42215,CERULEAN,36.96,-87.66,KY
40012,CHAPLIN,37.9,-85.21,KY
41727,CHAVIES,37.34,-83.35,KY
42726,CLARKSON,37.49,-86.22,KY
42404,CLAY,37.47,-87.82,KY
40312,CLAY CITY,37.86,-83.92,KY
41317,CLAYHOLE,37.46,-83.29,KY
40313,CLEARFIELD,38.16,-83.43,KY
42332,CLEATON,37.25,-87.09,KY
40110,CLERMONT,37.91,-85.65,KY
42216,CLIFTY,36.99,-87.14,KY
42031,CLINTON,36.66,-88.99,KY
40927,CLOSPLINT,36.9,-83.06,KY
40111,CLOVERPORT,37.83,-86.62,KY
40819,COLDIRON,36.82,-83.45,KY
42728,COLUMBIA,37.09,-85.3,KY
42753,KNIFLEY,37.22,-85.14,KY
42032,COLUMBUS,36.75,-89.1,KY
41729,COMBS,37.26,-83.21,KY
40701,CORBIN,36.93,-84.1,KY
40702,CORBIN,36.93,-84.1,KY
41731,CORNETTSVILLE,37.13,-83.07,KY
41819,GORDON,37,-83.02,KY
42406,CORYDON,37.73,-87.7,KY
40013,COXS CREEK,37.9,-85.46,KY
40419,CRAB ORCHARD,37.46,-84.5,KY
40820,CRANKS,36.76,-83.17,KY
42033,CRAYNE,37.27,-88.08,KY
40014,CRESTWOOD,38.33,-85.48,KY
41413,CROCKETT,37.98,-83.09,KY
42217,CROFTON,37.04,-87.48,KY
41810,CROMONA,37.18,-82.69,KY
42333,CROMWELL,37.33,-86.8,KY
42729,CUB RUN,37.3,-86.06,KY
40823,CUMBERLAND,36.98,-82.98,KY
42035,CUNNINGHAM,36.89,-88.87,KY
40115,CUSTER,37.73,-86.25,KY
41615,DANA,37.55,-82.69,KY
40422,DANVILLE,37.64,-84.77,KY
40423,DANVILLE,37.64,-84.77,KY
40452,MITCHELLSBURG,37.6,-84.95,KY
41616,DAVID,37.16,-82.95,KY
42408,DAWSON SPRINGS,37.17,-87.68,KY
40824,DAYHOIT,36.86,-83.38,KY
41812,DEANE,37.24,-82.77,KY
41735,DELPHIA,37.02,-83.08,KY
40316,DENNISTON,37.91,-83.53,KY
40930,DEWITT,36.87,-83.73,KY
42036,DEXTER,36.69,-88.16,KY
41736,DICE,37.36,-83.22,KY
42409,DIXON,37.51,-87.69,KY
41520,DORTON,37.27,-82.57,KY
42321,BEECH CREEK,37.18,-87.12,KY
42326,BROWDER,37.27,-87.01,KY
42337,DRAKESBORO,37.21,-87.04,KY
42731,DUBRE,36.83,-85.55,KY
42219,DUNBAR,37.18,-86.76,KY
42338,DUNDEE,37.55,-86.78,KY
42339,DUNMOR,37.08,-87.01,KY
42528,DUNNVILLE,37.2,-85,KY
41621,DWALE,37.62,-82.72,KY
41739,DWARF,37.33,-83.12,KY
42037,DYCUSBURG,37.16,-88.18,KY
42410,EARLINGTON,37.27,-87.51,KY
40729,EAST BERNSTADT,37.18,-84.11,KY
41622,EASTERN,37.51,-82.8,KY
42732,EASTVIEW,37.58,-86.05,KY
40018,EASTWOOD,38.25,-85.48,KY
42038,EDDYVILLE,37.07,-88.07,KY
42129,EDMONTON,36.98,-85.62,KY
40117,EKRON,37.93,-86.17,KY
42701,ELIZABETHTOWN,37.7,-85.87,KY
42702,ELIZABETHTOWN,37.7,-85.87,KY
41522,ELKHORN CITY,37.3,-82.34,KY
41542,LOOKOUT,37.31,-82.46,KY
42220,ELKTON,36.81,-87.15,KY
42280,SHARON GROVE,36.94,-87.09,KY
40317,ELLIOTTVILLE,38.18,-83.27,KY
40019,EMINENCE,38.36,-85.17,KY
40730,EMLYN,36.7,-84.14,KY
41740,EMMALENA,37.33,-83.07,KY
40826,EOLIA,37.05,-82.79,KY
41815,ERMINE,37.11,-82.79,KY
40827,ESSIE,37.06,-83.45,KY
42567,EUBANK,37.27,-84.65,KY
40828,EVARTS,36.86,-83.19,KY
40843,HOLMES MILL,36.86,-83,KY
41425,EZEL,37.89,-83.44,KY
40118,FAIRDALE,38.11,-85.75,KY
40020,FAIRFIELD,37.93,-85.38,KY
42221,FAIRVIEW,36.84,-87.31,KY
41426,FALCON,37.78,-83,KY
40932,FALL ROCK,37.22,-83.78,KY
40119,FALLS OF ROUGH,37.6,-86.55,KY
42039,FANCY FARM,36.75,-88.79,KY
40319,FARMERS,38.14,-83.54,KY
42040,FARMINGTON,36.67,-88.53,KY
41524,FEDSCREEK,37.4,-82.24,KY
42533,FERGUSON,37.06,-84.59,KY
40022,FINCHVILLE,38.15,-85.31,KY
40023,FISHERVILLE,38.16,-85.42,KY
41743,FISTY,37.33,-83.1,KY
41219,FLATGAP,37.93,-82.88,KY
40935,FLAT LICK,36.82,-83.76,KY
40997,WALKER,36.88,-83.71,KY
41139,FLATWOODS,38.51,-82.72,KY
41526,FORDS BRANCH,37.32,-82.57,KY
42343,FORDSVILLE,37.63,-86.71,KY
42361,OLATON,37.53,-86.7,KY
41527,FOREST HILLS,37.63,-82.29,KY
42223,FORT CAMPBELL,36.65,-87.54,KY
40121,FORT KNOX,37.89,-85.96,KY
40122,FORT KNOX,37.89,-85.96,KY
42133,FOUNTAIN RUN,36.72,-85.96,KY
40939,FOURMILE,36.79,-83.74,KY
40940,FRAKES,36.64,-83.92,KY
40601,FRANKFORT,38.19,-84.86,KY
40602,FRANKFORT,38.19,-84.86,KY
40603,FRANKFORT,38.19,-84.86,KY
40604,FRANKFORT,38.19,-84.86,KY
40618,FRANKFORT,38.19,-84.86,KY
40619,FRANKFORT,38.19,-84.86,KY
40620,FRANKFORT,38.19,-84.86,KY
40621,FRANKFORT,38.19,-84.86,KY
40622,FRANKFORT,38.19,-84.86,KY
42134,FRANKLIN,36.72,-86.57,KY
42135,FRANKLIN,36.72,-86.57,KY
42411,FREDONIA,37.2,-88.05,KY
41528,FREEBURN,37.54,-82.14,KY
40322,FRENCHBURG,37.95,-83.62,KY
42041,FULTON,36.51,-88.88,KY
42140,GAMALIEL,36.63,-85.79,KY
40140,GARFIELD,37.78,-86.35,KY
41817,GARNER,37.35,-82.92,KY
40941,GARRARD,37.12,-83.74,KY
41630,GARRETT,37.48,-82.83,KY
41632,GUNLOCK,37.54,-82.92,KY
41141,GARRISON,38.55,-83.19,KY
41745,GAYS CREEK,37.33,-83.4,KY
40324,GEORGETOWN,38.2,-84.55,KY
42044,GILBERTSVILLE,36.96,-88.27,KY
40943,GIRDLER,36.93,-83.84,KY
42131,ETOILE,36.81,-85.91,KY
42141,GLASGOW,36.99,-85.92,KY
42142,GLASGOW,36.99,-85.92,KY
42156,LUCAS,36.88,-86.03,KY
42740,GLENDALE,37.6,-85.91,KY
40025,GLENVIEW,38.3,-85.65,KY
40944,GOOSE ROCK,37.09,-83.69,KY
40026,GOSHEN,38.4,-85.59,KY
42232,GRACEY,36.85,-87.65,KY
42742,GRADYVILLE,37.08,-85.41,KY
42344,GRAHAM,37.24,-87.29,KY
41142,GRAHN,38.3,-83.09,KY
42045,GRAND RIVERS,37,-88.23,KY
40328,GRAVEL SWITCH,37.58,-85.05,KY
40734,GRAY,36.94,-84,KY
40434,GRAY HAWK,37.39,-83.93,KY
40829,GRAYS KNOB,36.8,-83.3,KY
41143,GRAYSON,38.33,-82.93,KY
42743,GREENSBURG,37.25,-85.49,KY
41144,GREENUP,38.57,-82.82,KY
42345,GREENVILLE,37.2,-87.17,KY
41631,GRETHEL,37.49,-82.64,KY
40142,GUSTON,37.88,-86.21,KY
42234,GUTHRIE,36.65,-87.17,KY
41222,HAGERHILL,37.78,-82.79,KY
41821,HALLIE,37.1,-83.02,KY
42047,HAMPTON,37.33,-88.4,KY
42413,HANSON,37.41,-87.47,KY
41746,HAPPY,37.2,-83.09,KY
41747,HARDBURLY,37.24,-83.2,KY
42048,HARDIN,36.76,-88.3,KY
40143,HARDINSBURG,37.77,-86.45,KY
40171,UNION STAR,37.93,-86.45,KY
41531,HARDY,37.61,-82.24,KY
42746,HARDYVILLE,37.25,-85.8,KY
40818,COALGOOD,36.8,-83.23,KY
40831,HARLAN,36.84,-83.32,KY
40840,HELTON,36.95,-83.39,KY
40858,MOZELLE,37,-83.39,KY
40144,HARNED,37.75,-86.41,KY
40178,WESTVIEW,37.68,-86.42,KY
41635,HAROLD,37.53,-82.63,KY
40330,HARRODSBURG,37.76,-84.84,KY
40027,HARRODS CREEK,38.28,-85.62,KY
42347,HARTFORD,37.45,-86.89,KY
42348,HAWESVILLE,37.89,-86.75,KY
42364,PELLVILLE,37.75,-86.81,KY
41701,HAZARD,37.25,-83.19,KY
41702,HAZARD,37.25,-83.19,KY
41723,BUSY,37.25,-83.3,KY
42049,HAZEL,36.5,-88.32,KY
41332,HAZEL GREEN,37.79,-83.41,KY
41333,HEIDELBERG,37.55,-83.77,KY
40949,HEIDRICK,36.88,-83.87,KY
41534,HELLIER,37.27,-82.49,KY
42419,HENDERSON,37.83,-87.58,KY
42420,HENDERSON,37.83,-87.58,KY
42236,HERNDON,36.71,-87.6,KY
42050,HICKMAN,36.56,-89.18,KY
42051,HICKORY,36.84,-88.69,KY
41636,HI HAT,37.39,-82.72,KY
40951,HIMA,37.12,-83.77,KY
41822,HINDMAN,37.33,-82.98,KY
40953,HINKLE,36.91,-83.81,KY
42152,HISEVILLE,37.1,-85.81,KY
41132,DENTON,38.28,-82.82,KY
41146,HITCHINS,38.23,-82.91,KY
42748,HODGENVILLE,37.56,-85.73,KY
42153,HOLLAND,36.7,-86.06,KY
42240,HOPKINSVILLE,36.85,-87.49,KY
42241,HOPKINSVILLE,36.85,-87.49,KY
42349,HORSE BRANCH,37.4,-86.71,KY
42749,HORSE CAVE,37.17,-85.91,KY
40844,HOSKINSTON,37.07,-83.39,KY
40145,HUDSON,37.65,-86.28,KY
41640,HUEYSVILLE,37.54,-82.83,KY
40845,HULEN,36.74,-83.53,KY
40437,HUSTONVILLE,37.47,-84.81,KY
41749,HYDEN,37.16,-83.37,KY
41762,SIZEROCK,37.22,-83.5,KY
41766,THOUSANDSTICKS,37.18,-83.42,KY
41214,DEBORD,37.82,-82.55,KY
41224,INEZ,37.86,-82.53,KY
40955,INGRAM,36.73,-83.79,KY
40336,IRVINE,37.69,-83.96,KY
40472,RAVENNA,37.68,-83.94,KY
40146,IRVINGTON,37.87,-86.28,KY
42350,ISLAND,37.44,-87.14,KY
41338,ISLAND CITY,37.36,-83.76,KY
41824,ISOM,37.18,-82.89,KY
41149,ISONVILLE,38.06,-83.05,KY
41642,IVEL,37.59,-82.66,KY
41825,JACKHORN,37.16,-82.68,KY
41307,ATHOL,37.55,-83.57,KY
41310,BAYS,37.64,-83.24,KY
41339,JACKSON,37.55,-83.37,KY
41366,ROUSSEAU,37.59,-83.23,KY
41390,WHICK,37.42,-83.37,KY
42629,JAMESTOWN,36.99,-85.07,KY
41751,JEFF,37.2,-83.13,KY
41774,VIPER,37.18,-83.14,KY
40337,JEFFERSONVILLE,37.96,-83.82,KY
41537,JENKINS,37.17,-82.62,KY
41563,SHELBY GAP,37.21,-82.55,KY
41826,JEREMIAH,37.16,-82.92,KY
42252,JETSON,37.23,-86.51,KY
41538,JONANCY,37.31,-82.58,KY
40440,JUNCTION CITY,37.58,-84.78,KY
40737,KEAVY,37,-84.16,KY
40339,KEENE,37.93,-84.63,KY
40847,KENVIR,36.85,-83.15,KY
40958,KETTLE ISLAND,36.79,-83.6,KY
42053,KEVIL,37.08,-88.88,KY
41539,KIMPER,37.49,-82.34,KY
40442,KINGS MOUNTAIN,37.36,-84.7,KY
42054,KIRKSEY,36.68,-88.42,KY
41828,KITE,37.33,-82.81,KY
41859,DEMA,37.43,-82.85,KY
42154,KNOB LICK,37.08,-85.68,KY
41754,KRYPTON,37.31,-83.33,KY
42055,KUTTAWA,37.06,-88.1,KY
42056,LA CENTER,37.07,-88.97,KY
41643,LACKEY,37.46,-82.8,KY
42254,LA FAYETTE,36.66,-87.65,KY
40031,LA GRANGE,38.4,-85.37,KY
40032,LA GRANGE,38.4,-85.37,KY
40444,LANCASTER,37.61,-84.57,KY
40446,LANCASTER,37.61,-84.57,KY
40342,LAWRENCEBURG,38.03,-84.89,KY
40033,LEBANON,37.56,-85.25,KY
40150,LEBANON JUNCTION,37.83,-85.72,KY
41831,LEBURN,37.34,-82.95,KY
42058,LEDBETTER,37.04,-88.49,KY
42754,LEITCHFIELD,37.48,-86.29,KY
42755,LEITCHFIELD,37.48,-86.29,KY
40849,LEJUNIOR,36.9,-83.07,KY
42256,LEWISBURG,36.98,-86.95,KY
42351,LEWISPORT,37.93,-86.9,KY
40502,LEXINGTON,38.04,-84.45,KY
40503,LEXINGTON,38.04,-84.45,KY
40504,LEXINGTON,38.04,-84.45,KY
40505,LEXINGTON,38.04,-84.45,KY
40506,LEXINGTON,38.04,-84.45,KY
40507,LEXINGTON,38.04,-84.45,KY
40508,LEXINGTON,38.04,-84.45,KY
40509,LEXINGTON,38.04,-84.45,KY
40510,LEXINGTON,38.04,-84.45,KY
40511,LEXINGTON,38.04,-84.45,KY
40512,LEXINGTON,38.04,-84.45,KY
40513,LEXINGTON,38.04,-84.45,KY
40514,LEXINGTON,38.04,-84.45,KY
40515,LEXINGTON,38.04,-84.45,KY
40516,LEXINGTON,38.04,-84.45,KY
40517,LEXINGTON,38.04,-84.45,KY
40522,LEXINGTON,38.04,-84.45,KY
40523,LEXINGTON,38.04,-84.45,KY
40524,LEXINGTON,38.04,-84.45,KY
40526,LEXINGTON,38.04,-84.45,KY
40533,LEXINGTON,38.04,-84.45,KY
40536,LEXINGTON,38.04,-84.45,KY
40544,LEXINGTON,38.04,-84.45,KY
40546,LEXINGTON,38.04,-84.45,KY
40550,LEXINGTON,38.04,-84.45,KY
40555,LEXINGTON,38.04,-84.45,KY
40574,LEXINGTON,38.04,-84.45,KY
40575,LEXINGTON,38.04,-84.45,KY
40576,LEXINGTON,38.04,-84.45,KY
40577,LEXINGTON,38.04,-84.45,KY
40578,LEXINGTON,38.04,-84.45,KY
40579,LEXINGTON,38.04,-84.45,KY
40580,LEXINGTON,38.04,-84.45,KY
40581,LEXINGTON,38.04,-84.45,KY
40582,LEXINGTON,38.04,-84.45,KY
40583,LEXINGTON,38.04,-84.45,KY
40588,LEXINGTON,38.04,-84.45,KY
40591,LEXINGTON,38.04,-84.45,KY
40598,LEXINGTON,38.05,-84.5,KY
42539,LIBERTY,37.31,-84.93,KY
41540,LICK CREEK,37.34,-82.32,KY
40740,LILY,37.02,-84.07,KY
41834,LITTCARR,37.24,-82.94,KY
42352,LIVERMORE,37.49,-87.13,KY
40445,LIVINGSTON,37.29,-84.21,KY
40460,ORLANDO,37.37,-84.26,KY
40724,BUSH,37.09,-83.87,KY
40741,LONDON,37.12,-84.08,KY
40742,LONDON,37.12,-84.08,KY
40743,LONDON,37.12,-84.08,KY
40744,LONDON,37.12,-84.08,KY
40745,LONDON,37.12,-84.08,KY
41347,LONE,37.53,-83.6,KY
40037,LORETTO,37.63,-85.4,KY
41348,LOST CREEK,37.48,-83.32,KY
41201,ADAMS,38,-82.71,KY
